Order_Date,Alloy_Type,Quantity,Revenue,Customer_ID,Region,Industry,Product_Code
2023-04-20,Alloy C (Copper),103,2223.77,CUST-1070,Northeastern,Construction,PROD-013
2023-04-20,Alloy B (Steel),103,895.07,CUST-1007,Midwestern,Automotive,PROD-017
2023-04-20,Alloy C (Copper),225,4914.0,CUST-1028,Midwestern,Construction,PROD-018
2023-04-20,Alloy E (Nickel),554,17101.98,CUST-1017,Northeastern,Aerospace,PROD-020
2023-04-20,Alloy B (Steel),98,837.9,CUST-1062,Northeastern,Marine,PROD-002
2023-04-20,Alloy C (Copper),315,7219.8,CUST-1044,Midwestern,Construction,PROD-013
2023-04-20,Alloy E (Nickel),528,16304.64,CUST-1080,Southern,Electronics,PROD-015
2023-04-20,Alloy D (Titanium),1308,56963.4,CUST-1061,Western,Aerospace,PROD-004
2023-04-20,Alloy D (Titanium),125,5576.25,CUST-1052,Midwestern,Aerospace,PROD-014
2023-04-20,Alloy A (Aluminum),1631,24024.63,CUST-1044,Western,Aerospace,PROD-016
2023-04-20,Alloy C (Copper),101,2189.68,CUST-1070,Northeastern,Construction,PROD-018
2023-04-20,Alloy C (Copper),146,3325.88,CUST-1051,Midwestern,Electronics,PROD-018
2023-04-20,Alloy E (Nickel),422,12714.86,CUST-1073,Midwestern,Chemical,PROD-015
2023-04-20,Alloy D (Titanium),145,6250.95,CUST-1017,Southern,Marine,PROD-009
2023-04-20,Alloy A (Aluminum),243,3584.25,CUST-1007,Midwestern,Aerospace,PROD-001
2023-04-20,Alloy A (Aluminum),103,1568.69,CUST-1071,Midwestern,Electronics,PROD-006
2023-04-20,Alloy C (Copper),884,19996.08,CUST-1061,Southern,Construction,PROD-018
2023-04-20,Alloy C (Copper),369,8143.83,CUST-1008,Northeastern,Electronics,PROD-008
2023-04-20,Alloy D (Titanium),179,7713.11,CUST-1073,Midwestern,Aerospace,PROD-014
2023-04-20,Alloy B (Steel),294,2540.16,CUST-1031,Midwestern,Construction,PROD-012
2023-04-20,Alloy A (Aluminum),94,1411.88,CUST-1053,Midwestern,Electronics,PROD-001
2023-04-21,Alloy B (Steel),751,6466.11,CUST-1058,Northeastern,Automotive,PROD-017
2023-04-21,Alloy A (Aluminum),316,4575.68,CUST-1038,Midwestern,Automotive,PROD-001
2023-04-21,Alloy C (Copper),109,2367.48,CUST-1067,Midwestern,Construction,PROD-008
2023-04-21,Alloy B (Steel),138,1182.66,CUST-1060,Midwestern,Marine,PROD-012
2023-04-21,Alloy A (Aluminum),123,1932.33,CUST-1063,Southern,Aerospace,PROD-016
2023-04-21,Alloy C (Copper),259,5933.69,CUST-1079,Midwestern,Construction,PROD-018
2023-04-21,Alloy B (Steel),140,1173.2,CUST-1067,Southern,Automotive,PROD-002
2023-04-21,Alloy A (Aluminum),263,3824.02,CUST-1010,Northeastern,Aerospace,PROD-001
2023-04-21,Alloy D (Titanium),100,4683.0,CUST-1077,Northeastern,Aerospace,PROD-014
2023-04-21,Alloy B (Steel),214,1765.5,CUST-1045,Western,Construction,PROD-002
2023-04-21,Alloy B (Steel),409,3550.12,CUST-1054,Northeastern,Construction,PROD-002
2023-04-21,Alloy E (Nickel),614,19285.74,CUST-1063,Western,Electronics,PROD-010
2023-04-21,Alloy C (Copper),242,5106.2,CUST-1065,Western,Construction,PROD-013
2023-04-21,Alloy E (Nickel),486,14473.08,CUST-1064,Western,Electronics,PROD-020
2023-04-21,Alloy C (Copper),190,4050.8,CUST-1054,Southern,Construction,PROD-003
2023-04-21,Alloy E (Nickel),470,13996.6,CUST-1018,Northeastern,Chemical,PROD-005
2023-04-21,Alloy D (Titanium),132,5645.64,CUST-1015,Southern,Marine,PROD-019
2023-04-21,Alloy B (Steel),156,1307.28,CUST-1065,Midwestern,Marine,PROD-002
2023-04-21,Alloy A (Aluminum),142,2183.96,CUST-1009,Midwestern,Electronics,PROD-006
2023-04-21,Alloy A (Aluminum),81,1254.69,CUST-1079,Western,Aerospace,PROD-006
2023-04-21,Alloy C (Copper),135,2948.4,CUST-1046,Northeastern,Construction,PROD-018
2023-04-21,Alloy A (Aluminum),114,1732.8,CUST-1045,Northeastern,Automotive,PROD-016
2023-04-21,Alloy D (Titanium),120,5406.0,CUST-1030,Midwestern,Aerospace,PROD-004
2023-04-21,Alloy C (Copper),612,14063.76,CUST-1025,Southern,Electronics,PROD-008
2023-04-21,Alloy E (Nickel),251,7781.0,CUST-1035,Northeastern,Electronics,PROD-015
2023-04-21,Alloy C (Copper),102,2326.62,CUST-1049,Southern,Electronics,PROD-003
2023-04-21,Alloy E (Nickel),223,6739.06,CUST-1036,Northeastern,Aerospace,PROD-010
2023-04-21,Alloy A (Aluminum),123,1795.8,CUST-1067,Southern,Automotive,PROD-016
2023-04-21,Alloy A (Aluminum),114,1655.28,CUST-1075,Midwestern,Aerospace,PROD-016
2023-04-21,Alloy E (Nickel),377,10948.08,CUST-1053,Northeastern,Chemical,PROD-015
2023-04-21,Alloy D (Titanium),249,11107.89,CUST-1019,Western,Aerospace,PROD-009
2023-04-21,Alloy E (Nickel),383,11558.94,CUST-1031,Southern,Electronics,PROD-005
2023-04-21,Alloy E (Nickel),202,5912.54,CUST-1011,Southern,Electronics,PROD-020
2023-04-21,Alloy D (Titanium),689,29937.05,CUST-1033,Midwestern,Marine,PROD-014
2023-04-22,Alloy E (Nickel),37,1117.77,CUST-1028,Western,Chemical,PROD-010
2023-04-22,Alloy E (Nickel),49,1454.32,CUST-1054,Western,Electronics,PROD-005
2023-04-22,Alloy D (Titanium),39,1731.21,CUST-1014,Midwestern,Aerospace,PROD-014
2023-04-22,Alloy E (Nickel),125,3936.25,CUST-1070,Northeastern,Aerospace,PROD-015
2023-04-22,Alloy B (Steel),30,242.4,CUST-1003,Western,Marine,PROD-002
2023-04-22,Alloy E (Nickel),39,1189.5,CUST-1034,Southern,Chemical,PROD-010
2023-04-22,Alloy B (Steel),121,992.2,CUST-1052,Midwestern,Automotive,PROD-007
2023-04-22,Alloy C (Copper),123,2741.67,CUST-1027,Northeastern,Electronics,PROD-013
2023-04-22,Alloy B (Steel),244,2132.56,CUST-1017,Midwestern,Construction,PROD-002
2023-04-22,Alloy A (Aluminum),25,363.25,CUST-1022,Southern,Aerospace,PROD-006
2023-04-22,Alloy B (Steel),116,986.0,CUST-1038,Northeastern,Marine,PROD-017
2023-04-22,Alloy E (Nickel),38,1136.58,CUST-1019,Midwestern,Chemical,PROD-005
2023-04-22,Alloy E (Nickel),27,812.97,CUST-1006,Southern,Chemical,PROD-010
2023-04-22,Alloy E (Nickel),22,665.72,CUST-1058,Southern,Chemical,PROD-015
2023-04-22,Alloy C (Copper),62,1405.54,CUST-1051,Midwestern,Construction,PROD-008
2023-04-22,Alloy B (Steel),23,187.68,CUST-1017,Western,Marine,PROD-012
2023-04-22,Alloy E (Nickel),164,5075.8,CUST-1048,Southern,Aerospace,PROD-020
2023-04-22,Alloy C (Copper),192,4306.56,CUST-1006,Western,Electronics,PROD-013
2023-04-22,Alloy D (Titanium),33,1479.39,CUST-1019,Southern,Marine,PROD-004
2023-04-22,Alloy C (Copper),35,786.1,CUST-1034,Southern,Construction,PROD-008
2023-04-22,Alloy E (Nickel),164,5090.56,CUST-1024,Southern,Chemical,PROD-015
2023-04-22,Alloy E (Nickel),44,1276.44,CUST-1047,Western,Aerospace,PROD-015
2023-04-22,Alloy C (Copper),27,605.34,CUST-1055,Midwestern,Electronics,PROD-008
2023-04-22,Alloy C (Copper),46,1046.5,CUST-1075,Southern,Electronics,PROD-018
2023-04-23,Alloy D (Titanium),45,2093.4,CUST-1072,Western,Aerospace,PROD-009
2023-04-23,Alloy E (Nickel),77,2350.81,CUST-1010,Western,Aerospace,PROD-010
2023-04-23,Alloy B (Steel),75,639.75,CUST-1047,Western,Automotive,PROD-017
2023-04-23,Alloy B (Steel),59,491.47,CUST-1043,Western,Automotive,PROD-002
2023-04-23,Alloy C (Copper),75,1578.0,CUST-1003,Midwestern,Construction,PROD-018
2023-04-23,Alloy B (Steel),92,796.72,CUST-1057,Western,Construction,PROD-002
2023-04-23,Alloy E (Nickel),166,4903.64,CUST-1075,Western,Aerospace,PROD-010
2023-04-23,Alloy E (Nickel),34,1035.3,CUST-1038,Midwestern,Chemical,PROD-010
2023-04-23,Alloy E (Nickel),144,4510.08,CUST-1065,Western,Aerospace,PROD-010
2023-04-23,Alloy A (Aluminum),57,820.8,CUST-1004,Western,Aerospace,PROD-016
2023-04-23,Alloy A (Aluminum),38,554.8,CUST-1024,Western,Electronics,PROD-016
2023-04-23,Alloy C (Copper),82,1831.06,CUST-1072,Southern,Electronics,PROD-008
2023-04-23,Alloy C (Copper),126,2847.6,CUST-1013,Northeastern,Construction,PROD-018
2023-04-23,Alloy B (Steel),70,574.0,CUST-1023,Southern,Automotive,PROD-012
2023-04-23,Alloy D (Titanium),170,7449.4,CUST-1042,Midwestern,Marine,PROD-009
2023-04-23,Alloy D (Titanium),175,7897.75,CUST-1076,Southern,Aerospace,PROD-004
2023-04-23,Alloy D (Titanium),91,4165.98,CUST-1017,Southern,Marine,PROD-014
2023-04-23,Alloy A (Aluminum),42,616.98,CUST-1007,Northeastern,Electronics,PROD-016
2023-04-23,Alloy C (Copper),64,1472.64,CUST-1005,Western,Construction,PROD-013
2023-04-23,Alloy E (Nickel),40,1220.0,CUST-1008,Western,Electronics,PROD-020
2023-04-23,Alloy D (Titanium),19,875.33,CUST-1003,Midwestern,Aerospace,PROD-004
2023-04-23,Alloy B (Steel),29,242.15,CUST-1030,Southern,Automotive,PROD-012
2023-04-23,Alloy D (Titanium),125,5868.75,CUST-1063,Midwestern,Marine,PROD-009
2023-04-23,Alloy A (Aluminum),24,354.48,CUST-1076,Southern,Electronics,PROD-006
2023-04-24,Alloy D (Titanium),109,5109.92,CUST-1069,Northeastern,Aerospace,PROD-014
2023-04-24,Alloy B (Steel),220,1834.8,CUST-1069,Western,Automotive,PROD-002
2023-04-24,Alloy C (Copper),147,3303.09,CUST-1069,Northeastern,Construction,PROD-013
2023-04-24,Alloy C (Copper),109,2327.15,CUST-1010,Western,Electronics,PROD-018
2023-04-24,Alloy D (Titanium),126,5898.06,CUST-1010,Western,Marine,PROD-014
2023-04-24,Alloy C (Copper),798,17268.72,CUST-1022,Western,Construction,PROD-008
2023-04-24,Alloy B (Steel),211,1846.25,CUST-1018,Western,Automotive,PROD-007
2023-04-24,Alloy E (Nickel),391,11409.38,CUST-1027,Western,Aerospace,PROD-010
2023-04-24,Alloy B (Steel),228,1960.8,CUST-1028,Northeastern,Marine,PROD-012
2023-04-24,Alloy C (Copper),251,5537.06,CUST-1070,Midwestern,Electronics,PROD-018
2023-04-24,Alloy B (Steel),487,3983.66,CUST-1038,Midwestern,Marine,PROD-017
2023-04-24,Alloy E (Nickel),170,4952.1,CUST-1021,Southern,Chemical,PROD-015
2023-04-24,Alloy B (Steel),155,1320.6,CUST-1004,Northeastern,Construction,PROD-012
2023-04-24,Alloy C (Copper),203,4411.19,CUST-1030,Southern,Construction,PROD-018
2023-04-24,Alloy A (Aluminum),81,1162.35,CUST-1008,Northeastern,Electronics,PROD-001
2023-04-24,Alloy D (Titanium),262,12017.94,CUST-1065,Midwestern,Marine,PROD-004
2023-04-24,Alloy B (Steel),406,3406.34,CUST-1009,Midwestern,Automotive,PROD-012
2023-04-24,Alloy D (Titanium),148,6732.52,CUST-1012,Southern,Aerospace,PROD-009
2023-04-24,Alloy C (Copper),1007,22868.97,CUST-1009,Western,Construction,PROD-008
2023-04-24,Alloy C (Copper),176,3937.12,CUST-1049,Midwestern,Construction,PROD-013
2023-04-24,Alloy B (Steel),307,2483.63,CUST-1059,Western,Construction,PROD-002
2023-04-24,Alloy E (Nickel),538,15811.82,CUST-1007,Western,Electronics,PROD-020
2023-04-24,Alloy E (Nickel),179,5271.55,CUST-1028,Western,Electronics,PROD-005
2023-04-24,Alloy D (Titanium),139,6182.72,CUST-1006,Southern,Aerospace,PROD-009
2023-04-24,Alloy B (Steel),212,1814.72,CUST-1018,Midwestern,Construction,PROD-002
2023-04-24,Alloy B (Steel),301,2624.72,CUST-1066,Midwestern,Automotive,PROD-017
2023-04-24,Alloy B (Steel),93,789.57,CUST-1064,Southern,Automotive,PROD-002
2023-04-24,Alloy B (Steel),296,2433.12,CUST-1013,Midwestern,Automotive,PROD-017
2023-04-24,Alloy B (Steel),256,2270.72,CUST-1071,Midwestern,Automotive,PROD-002
2023-04-24,Alloy C (Copper),274,6049.92,CUST-1048,Northeastern,Electronics,PROD-013
2023-04-25,Alloy A (Aluminum),655,9982.2,CUST-1080,Southern,Automotive,PROD-006
2023-04-25,Alloy A (Aluminum),710,11076.0,CUST-1037,Northeastern,Electronics,PROD-011
2023-04-25,Alloy B (Steel),368,3253.12,CUST-1017,Northeastern,Automotive,PROD-002
2023-04-25,Alloy E (Nickel),292,8351.2,CUST-1060,Northeastern,Aerospace,PROD-005
2023-04-25,Alloy E (Nickel),376,11073.2,CUST-1025,Northeastern,Aerospace,PROD-010
2023-04-25,Alloy D (Titanium),314,14261.88,CUST-1016,Midwestern,Aerospace,PROD-019
2023-04-25,Alloy E (Nickel),360,10922.4,CUST-1075,Southern,Electronics,PROD-020
2023-04-25,Alloy C (Copper),190,4237.0,CUST-1002,Midwestern,Construction,PROD-008
2023-04-25,Alloy E (Nickel),175,5201.0,CUST-1078,Southern,Electronics,PROD-015
2023-04-25,Alloy D (Titanium),135,5914.35,CUST-1075,Western,Aerospace,PROD-009
2023-04-25,Alloy B (Steel),132,1116.72,CUST-1071,Midwestern,Construction,PROD-012
2023-04-25,Alloy C (Copper),143,3003.0,CUST-1021,Midwestern,Construction,PROD-018
2023-04-25,Alloy A (Aluminum),717,10941.42,CUST-1074,Midwestern,Automotive,PROD-016
2023-04-25,Alloy B (Steel),94,831.9,CUST-1019,Northeastern,Marine,PROD-007
2023-04-25,Alloy C (Copper),185,4071.85,CUST-1025,Midwestern,Electronics,PROD-013
2023-04-25,Alloy D (Titanium),525,24087.0,CUST-1006,Southern,Marine,PROD-004
2023-04-25,Alloy A (Aluminum),269,3878.98,CUST-1070,Midwestern,Automotive,PROD-016
2023-04-25,Alloy D (Titanium),725,32443.75,CUST-1064,Midwestern,Aerospace,PROD-014
2023-04-25,Alloy C (Copper),536,11239.92,CUST-1041,Midwestern,Electronics,PROD-018
2023-04-25,Alloy D (Titanium),213,9346.44,CUST-1042,Western,Aerospace,PROD-004
2023-04-25,Alloy C (Copper),233,4886.01,CUST-1056,Southern,Electronics,PROD-003
2023-04-25,Alloy B (Steel),255,2231.25,CUST-1029,Southern,Automotive,PROD-002
2023-04-25,Alloy B (Steel),123,1009.83,CUST-1036,Northeastern,Marine,PROD-007
2023-04-25,Alloy B (Steel),141,1170.3,CUST-1019,Northeastern,Construction,PROD-002
2023-04-25,Alloy B (Steel),454,4022.44,CUST-1006,Northeastern,Automotive,PROD-017
2023-04-26,Alloy E (Nickel),141,4049.52,CUST-1059,Southern,Electronics,PROD-010
2023-04-26,Alloy E (Nickel),1455,45396.0,CUST-1053,Northeastern,Electronics,PROD-005
2023-04-26,Alloy D (Titanium),258,11462.94,CUST-1044,Western,Marine,PROD-014
2023-04-26,Alloy C (Copper),160,3675.2,CUST-1009,Southern,Electronics,PROD-013
2023-04-26,Alloy B (Steel),155,1289.6,CUST-1039,Midwestern,Automotive,PROD-002
2023-04-26,Alloy B (Steel),265,2247.2,CUST-1047,Southern,Automotive,PROD-017
2023-04-26,Alloy A (Aluminum),132,1906.08,CUST-1049,Southern,Aerospace,PROD-006
2023-04-26,Alloy E (Nickel),201,6078.24,CUST-1069,Midwestern,Aerospace,PROD-020
2023-04-26,Alloy C (Copper),572,13184.6,CUST-1002,Midwestern,Electronics,PROD-008
2023-04-26,Alloy A (Aluminum),286,4370.08,CUST-1049,Midwestern,Automotive,PROD-011
2023-04-26,Alloy A (Aluminum),522,7788.24,CUST-1072,Midwestern,Automotive,PROD-016
2023-04-26,Alloy E (Nickel),111,3425.46,CUST-1030,Northeastern,Chemical,PROD-015
2023-04-26,Alloy D (Titanium),187,8164.42,CUST-1029,Northeastern,Marine,PROD-009
2023-04-26,Alloy A (Aluminum),360,5475.6,CUST-1034,Northeastern,Automotive,PROD-011
2023-04-26,Alloy B (Steel),75,641.25,CUST-1078,Western,Construction,PROD-002
2023-04-26,Alloy A (Aluminum),333,5048.28,CUST-1020,Western,Automotive,PROD-001
2023-04-26,Alloy E (Nickel),124,3710.08,CUST-1038,Midwestern,Aerospace,PROD-010
2023-04-26,Alloy B (Steel),111,932.4,CUST-1063,Midwestern,Construction,PROD-017
2023-04-26,Alloy C (Copper),107,2351.86,CUST-1059,Midwestern,Construction,PROD-013
2023-04-26,Alloy C (Copper),198,4381.74,CUST-1066,Southern,Electronics,PROD-003
2023-04-26,Alloy D (Titanium),282,12630.78,CUST-1064,Western,Marine,PROD-009
2023-04-26,Alloy C (Copper),577,13328.7,CUST-1024,Southern,Construction,PROD-008
2023-04-26,Alloy D (Titanium),693,32439.33,CUST-1054,Midwestern,Aerospace,PROD-009
2023-04-26,Alloy D (Titanium),209,9511.59,CUST-1063,Northeastern,Marine,PROD-004
2023-04-26,Alloy E (Nickel),220,6696.8,CUST-1029,Midwestern,Aerospace,PROD-005
2023-04-26,Alloy B (Steel),79,639.9,CUST-1049,Western,Construction,PROD-012
2023-04-27,Alloy C (Copper),446,10200.02,CUST-1014,Southern,Construction,PROD-013
2023-04-27,Alloy C (Copper),200,4540.0,CUST-1046,Southern,Construction,PROD-018
2023-04-27,Alloy E (Nickel),341,9974.25,CUST-1001,Midwestern,Aerospace,PROD-005
2023-04-27,Alloy D (Titanium),102,4407.42,CUST-1065,Western,Marine,PROD-014
2023-04-27,Alloy A (Aluminum),185,2882.3,CUST-1079,Southern,Automotive,PROD-016
2023-04-27,Alloy B (Steel),129,1069.41,CUST-1035,Southern,Marine,PROD-017
2023-04-27,Alloy B (Steel),141,1170.3,CUST-1016,Northeastern,Marine,PROD-002
2023-04-27,Alloy E (Nickel),490,14533.4,CUST-1018,Midwestern,Chemical,PROD-010
2023-04-27,Alloy D (Titanium),128,5506.56,CUST-1016,Western,Marine,PROD-004
2023-04-27,Alloy B (Steel),121,1068.43,CUST-1059,Northeastern,Automotive,PROD-002
2023-04-27,Alloy D (Titanium),238,10774.26,CUST-1031,Southern,Aerospace,PROD-004
2023-04-27,Alloy A (Aluminum),146,2279.06,CUST-1038,Midwestern,Automotive,PROD-016
2023-04-27,Alloy A (Aluminum),100,1530.0,CUST-1077,Southern,Aerospace,PROD-011
2023-04-27,Alloy B (Steel),105,903.0,CUST-1057,Western,Automotive,PROD-012
2023-04-27,Alloy E (Nickel),394,11453.58,CUST-1040,Northeastern,Electronics,PROD-005
2023-04-27,Alloy C (Copper),403,9136.01,CUST-1004,Western,Construction,PROD-013
2023-04-27,Alloy D (Titanium),160,6993.6,CUST-1059,Western,Marine,PROD-009
2023-04-27,Alloy E (Nickel),385,11226.6,CUST-1058,Southern,Aerospace,PROD-020
2023-04-27,Alloy D (Titanium),780,36114.0,CUST-1061,Southern,Marine,PROD-014
2023-04-27,Alloy D (Titanium),615,28585.2,CUST-1045,Southern,Marine,PROD-014
2023-04-27,Alloy D (Titanium),1121,51991.98,CUST-1046,Northeastern,Marine,PROD-004
2023-04-27,Alloy A (Aluminum),176,2625.92,CUST-1007,Midwestern,Automotive,PROD-001
2023-04-27,Alloy C (Copper),163,3613.71,CUST-1028,Northeastern,Construction,PROD-013
2023-04-27,Alloy B (Steel),123,1052.88,CUST-1001,Midwestern,Marine,PROD-002
2023-04-27,Alloy A (Aluminum),215,3068.05,CUST-1016,Midwestern,Automotive,PROD-001
2023-04-27,Alloy D (Titanium),426,19152.96,CUST-1017,Southern,Aerospace,PROD-009
2023-04-27,Alloy B (Steel),93,802.59,CUST-1034,Midwestern,Marine,PROD-002
2023-04-28,Alloy D (Titanium),423,19914.84,CUST-1060,Midwestern,Aerospace,PROD-019
2023-04-28,Alloy A (Aluminum),91,1430.52,CUST-1016,Southern,Aerospace,PROD-006
2023-04-28,Alloy B (Steel),292,2429.44,CUST-1040,Southern,Marine,PROD-007
2023-04-28,Alloy C (Copper),148,3124.28,CUST-1059,Western,Electronics,PROD-018
2023-04-28,Alloy C (Copper),636,13400.52,CUST-1069,Southern,Construction,PROD-013
2023-04-28,Alloy C (Copper),590,13623.1,CUST-1071,Southern,Construction,PROD-008
2023-04-28,Alloy A (Aluminum),190,2891.8,CUST-1041,Southern,Electronics,PROD-001
2023-04-28,Alloy D (Titanium),150,7060.5,CUST-1048,Northeastern,Marine,PROD-019
2023-04-28,Alloy C (Copper),363,8356.26,CUST-1012,Northeastern,Construction,PROD-008
2023-04-28,Alloy D (Titanium),81,3790.8,CUST-1069,Southern,Aerospace,PROD-019
2023-04-28,Alloy B (Steel),425,3502.0,CUST-1068,Midwestern,Automotive,PROD-002
2023-04-28,Alloy E (Nickel),397,11433.6,CUST-1061,Western,Chemical,PROD-015
2023-04-28,Alloy E (Nickel),83,2572.17,CUST-1053,Southern,Chemical,PROD-010
2023-04-28,Alloy B (Steel),106,915.84,CUST-1007,Midwestern,Marine,PROD-007
2023-04-28,Alloy E (Nickel),268,8388.4,CUST-1023,Northeastern,Chemical,PROD-010
2023-04-28,Alloy A (Aluminum),169,2597.53,CUST-1022,Midwestern,Electronics,PROD-016
2023-04-28,Alloy E (Nickel),442,13573.82,CUST-1069,Western,Electronics,PROD-020
2023-04-28,Alloy D (Titanium),108,4898.88,CUST-1062,Western,Aerospace,PROD-019
2023-04-28,Alloy C (Copper),959,20839.07,CUST-1076,Northeastern,Electronics,PROD-003
2023-04-28,Alloy A (Aluminum),108,1634.04,CUST-1057,Midwestern,Electronics,PROD-016
2023-04-28,Alloy E (Nickel),114,3320.82,CUST-1055,Western,Chemical,PROD-010
2023-04-28,Alloy C (Copper),235,5332.15,CUST-1034,Midwestern,Construction,PROD-008
2023-04-28,Alloy E (Nickel),364,11105.64,CUST-1010,Midwestern,Chemical,PROD-005
2023-04-28,Alloy E (Nickel),291,8695.08,CUST-1058,Southern,Chemical,PROD-005
2023-04-28,Alloy C (Copper),314,6926.84,CUST-1077,Midwestern,Electronics,PROD-008
2023-04-28,Alloy B (Steel),345,2918.7,CUST-1071,Midwestern,Construction,PROD-007
2023-04-28,Alloy C (Copper),216,4825.44,CUST-1060,Southern,Electronics,PROD-008
2023-04-28,Alloy C (Copper),324,6781.32,CUST-1054,Western,Construction,PROD-008
2023-04-28,Alloy E (Nickel),400,12408.0,CUST-1078,Northeastern,Electronics,PROD-010
2023-04-28,Alloy A (Aluminum),86,1273.66,CUST-1080,Northeastern,Aerospace,PROD-016
2023-04-28,Alloy C (Copper),453,10083.78,CUST-1044,Midwestern,Electronics,PROD-018
2023-04-28,Alloy C (Copper),83,1890.74,CUST-1002,Midwestern,Electronics,PROD-008
2023-04-28,Alloy C (Copper),610,13102.8,CUST-1052,Western,Electronics,PROD-013
2023-04-29,Alloy D (Titanium),146,6438.6,CUST-1007,Northeastern,Marine,PROD-019
2023-04-29,Alloy A (Aluminum),32,482.24,CUST-1055,Western,Aerospace,PROD-011
2023-04-29,Alloy B (Steel),169,1385.8,CUST-1002,Midwestern,Marine,PROD-012
2023-04-29,Alloy E (Nickel),45,1367.55,CUST-1009,Northeastern,Chemical,PROD-015
2023-04-29,Alloy C (Copper),220,4701.4,CUST-1024,Western,Construction,PROD-008
2023-04-29,Alloy B (Steel),38,316.54,CUST-1013,Southern,Automotive,PROD-002
2023-04-29,Alloy A (Aluminum),213,3256.77,CUST-1050,Western,Electronics,PROD-001
2023-04-29,Alloy D (Titanium),225,10316.25,CUST-1012,Midwestern,Aerospace,PROD-019
2023-04-29,Alloy C (Copper),65,1394.25,CUST-1006,Northeastern,Electronics,PROD-003
2023-04-29,Alloy A (Aluminum),118,1787.7,CUST-1014,Midwestern,Aerospace,PROD-011
2023-04-29,Alloy E (Nickel),122,3530.68,CUST-1017,Western,Electronics,PROD-015
2023-04-29,Alloy E (Nickel),37,1056.72,CUST-1029,Northeastern,Aerospace,PROD-010
2023-04-29,Alloy C (Copper),32,728.32,CUST-1033,Western,Electronics,PROD-013
2023-04-29,Alloy E (Nickel),36,1048.68,CUST-1038,Western,Aerospace,PROD-010
2023-04-29,Alloy D (Titanium),171,7395.75,CUST-1067,Southern,Aerospace,PROD-009
2023-04-29,Alloy C (Copper),36,758.16,CUST-1038,Western,Electronics,PROD-003
2023-04-29,Alloy C (Copper),64,1367.68,CUST-1068,Northeastern,Electronics,PROD-003
2023-04-29,Alloy C (Copper),23,481.85,CUST-1040,Midwestern,Construction,PROD-018
2023-04-29,Alloy C (Copper),241,5530.95,CUST-1076,Western,Electronics,PROD-013
2023-04-29,Alloy D (Titanium),207,8987.94,CUST-1071,Midwestern,Aerospace,PROD-014
2023-04-29,Alloy C (Copper),58,1246.42,CUST-1064,Northeastern,Construction,PROD-008
2023-04-29,Alloy E (Nickel),53,1606.96,CUST-1046,Midwestern,Aerospace,PROD-010
2023-04-29,Alloy E (Nickel),23,668.61,CUST-1069,Midwestern,Aerospace,PROD-010
2023-04-29,Alloy A (Aluminum),48,721.92,CUST-1073,Western,Aerospace,PROD-016
2023-04-29,Alloy E (Nickel),28,850.64,CUST-1025,Western,Electronics,PROD-005
2023-04-29,Alloy D (Titanium),43,1880.39,CUST-1069,Southern,Aerospace,PROD-014
2023-04-29,Alloy B (Steel),82,680.6,CUST-1037,Midwestern,Automotive,PROD-017
2023-04-30,Alloy E (Nickel),22,659.34,CUST-1059,Western,Chemical,PROD-020
2023-04-30,Alloy D (Titanium),119,5558.49,CUST-1004,Midwestern,Marine,PROD-009
2023-04-30,Alloy B (Steel),33,292.71,CUST-1036,Midwestern,Marine,PROD-007
2023-04-30,Alloy E (Nickel),44,1314.28,CUST-1043,Northeastern,Electronics,PROD-020
2023-04-30,Alloy E (Nickel),68,1953.64,CUST-1077,Northeastern,Aerospace,PROD-015
2023-04-30,Alloy B (Steel),103,917.73,CUST-1031,Northeastern,Marine,PROD-012
2023-04-30,Alloy A (Aluminum),29,428.62,CUST-1010,Western,Aerospace,PROD-011
2023-04-30,Alloy B (Steel),57,483.36,CUST-1017,Midwestern,Automotive,PROD-002
2023-04-30,Alloy D (Titanium),86,3937.08,CUST-1063,Southern,Aerospace,PROD-019
2023-04-30,Alloy D (Titanium),134,5975.06,CUST-1031,Northeastern,Aerospace,PROD-009
2023-04-30,Alloy A (Aluminum),33,495.66,CUST-1006,Northeastern,Automotive,PROD-006
2023-04-30,Alloy A (Aluminum),84,1268.4,CUST-1080,Southern,Automotive,PROD-016
2023-04-30,Alloy B (Steel),54,468.18,CUST-1078,Southern,Construction,PROD-017
2023-04-30,Alloy B (Steel),57,497.04,CUST-1015,Southern,Construction,PROD-007
2023-04-30,Alloy C (Copper),26,599.3,CUST-1047,Western,Electronics,PROD-003
2023-04-30,Alloy A (Aluminum),27,389.88,CUST-1038,Western,Automotive,PROD-011
2023-04-30,Alloy A (Aluminum),96,1378.56,CUST-1022,Western,Electronics,PROD-006
2023-04-30,Alloy A (Aluminum),22,345.62,CUST-1080,Southern,Electronics,PROD-006
2023-05-01,Alloy C (Copper),61,1326.75,CUST-1017,Midwestern,Construction,PROD-013
2023-05-01,Alloy C (Copper),262,5874.04,CUST-1012,Western,Electronics,PROD-013
2023-05-01,Alloy D (Titanium),330,14952.3,CUST-1064,Midwestern,Aerospace,PROD-014
2023-05-01,Alloy D (Titanium),82,3716.24,CUST-1039,Northeastern,Aerospace,PROD-004
2023-05-01,Alloy B (Steel),709,6147.03,CUST-1079,Northeastern,Construction,PROD-002
2023-05-01,Alloy C (Copper),336,7492.8,CUST-1080,Western,Construction,PROD-013
